Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor
110000000,3091,136986,Maipú,Casa2PisosenLosPortalesdeSta.Ana,3,2,72,120,,9641858,Corretajes Prosal
209981000,5900,261496,Huechuraba,BertaCorrea2010,3,3,95,120,2,10994871,Unne
135000000,3793,168120,SanBernardo,SantaFilomena,3,2,180,120,1,9887472,Armacima
124000000,3484,154421,Talagante,Sistemasolar/bernardoohiggins/sodimac,3,3,112,120,2,9896263,Grupo Inovo
150000000,4215,186800,PuenteAlto,Nuevatobalaba1600,3,3,80,120,2,9450287,Casa y Llaves
130000000,3653,161893,SanBernardo,VolcanCarranag/CerroCatedral,4,3,110,120,1,5949661,Propiedades Centro Santiago SPA
85000000,2388,105853,Maipú,CardenalJoséMaríaCaro,5,2,114,120,,11323539,
125000000,3512,155666,SanBernardo,CondominioCasasdelParqueV,3,2,90,120,2,10876305,Mundo Propiedades Chile
90000000,2529,112080,Maipú,LasBrisas3688,3,1,120,120,1,6467158,
87000000,2445,108344,CerroNavia,Av.Tte.Cruz1157,3,1,70,120,1,11000214,
170000000,4777,211706,Maipú,Huasco17213,5,2,110,120,2,10969121,
70000000,1967,87173,SanBernardo,Balmaceda01146,3,2,62,120,1,10930875,
153000000,4299,190535,Pudahuel,Raúlmattase,3,2,80,120,2,10893533,
85000000,2388,105853,PuenteAlto,AndrésBello,3,1,90,120,,7999064,
120000000,3372,149440,Buin,FranciscoGarateGracia,3,2,72,120,2,9753677,Arauco Propiedades Spa
130000000,3653,161893,LaFlorida,SanJosédelaEstrella,5,2,133,120,1,7635406,
150189800,4220,187036,Quilicura,Granada363,4,2,90,120,1,3297978,Psp Propiedades
145000000,4074,180573,Maipú,Sta.Flor2804,4,2,120,120,1,9550387,
122900000,3453,153051,PuenteAlto,ToscanaOte.1439,2,2,65,120,1,9545383,cclpropiedades
155000000,4355,193026,Ñuñoa,SuarezMujica,3,1,90,120,2,9551695,Novavista
87000000,2445,108344,PuenteAlto,BrisasdelMaipo,2,2,70,120,2,9531689,Carolina Martinez Propiedades
126344500,3550,157341,Talagante,Sistemasolar/sodimac/colegioarturoprat,3,3,112,120,1,9520969,Grupo Inovo
130000000,3653,161893,PuenteAlto,LosFaroles,4,3,84,120,1,9061208,Enfoque Propiedades
155000000,4355,193026,PuenteAlto,CondominioJardinesdeLasVizcachas,3,3,84,120,2,7426716,Enfoque Propiedades
302515000,8500,376731,Ñuñoa,MetroSimónBolívar,3,3,93,121,,12260947,Schumacher Propiedades
93000000,2613,115816,LaGranja,Pachingo,3,1,102,121,2,11998348,Munay Gestión Inmobiliaria
142004100,3990,176842,LaFlorida,Av.TrinidadconTineo,3,2,70,121,2,11425793,Propital
85000000,2388,105853,Maipú,Av.Portales1672,2,1,55,121,2,9196446,Gesinprop Gestión Inmobiliaria
90000000,2529,112080,Peñalolén,JacarandaconAvLasParcelas,3,1,62,121,3,11715531,Unne
101075600,2840,125872,Maipú,Portalescon3Poniente,2,1,50,121,1,8933847,Corredores Independientes
135000000,3793,168120,Maipú,PasajeMachitún,3,3,84,121,2,8627211,Unne
135000000,3793,168120,Maipú,PasajeMachitún,3,3,84,121,2,8630948,Mundo Propiedades Chile
138000000,3877,171856,Maipú,PeriodistaHernánSolis,3,3,96,121,1,11603854,Unne
138000000,3877,171856,Maipú,PeriodistaHernánSolis,3,3,96,121,1,5871442,Mundo Propiedades Chile
145207200,4080,180831,Cerrillos,VentaCasa3DormitoriosCerrillos,3,2,82,121,,10012790,Invierte Propiedades
138801000,3900,172853,Quilicura,figueras023,3,3,78,121,2,11242540,Todo Propiedades
302515000,8500,376731,Ñuñoa,MetroSimónBolívar,3,3,93,121,1,9958307,Schumacher Propiedades
127412200,3580,158670,Maipú,Maipú,4,3,90,121,1,10831711,Agente Propiedades
135242000,3800,168421,Maipú,PasajeElTrebol/Canela,4,3,90,121,,7906520,Procasa Adrián Ulloa Propiedades
106058200,2980,132077,Peñalolén,TaguaTagua/ManutaraMunicipalidadPeñalolén,3,1,71,121,22,11100774,Nexxos
96093000,2700,119667,LaFlorida,santaraquelconSanJosedelaEstrella,5,1,102,121,2,11099754,Nexxos
138445100,3890,172410,Maipú,LaSalle1544,3,3,70,121,2,11115132,Nexxos
149478000,4200,186149,Maipú,IngenieroEduardoDominguez1086Maipú,4,3,108,121,,11469374,Easyprop
106058200,2980,132077,Peñalolén,TaguaTagua/ManutaraMunicipalidadPeñalolén,3,1,71,121,,10772803,
96093000,2700,119667,LaFlorida,StaRaquel10512,5,1,102,121,2,10372948,
125000000,3512,155666,PuenteAlto,SantaPaola,4,2,120,121,3,6184847,Enfoque Propiedades
384016100,10790,478227,Ñuñoa,PedroTorres/Pucará,3,2,94,122,,12283628,Welink Propiedades SpA
85000000,2388,105853,LaFlorida,Casade1PisoenVillaLaFlorida,3,1,78,122,,11768485,Corretajes Prosal
128124000,3600,159557,Maipú,Maipú,4,3,89,122,1,9638164,Cogespro | Corretaje Propiedades
94000000,2641,117061,PuenteAlto,Lacatalpa,2,1,70,122,1,7283942,Houm
139000000,3906,173101,Santiago,Aeropuerto340,5,2,105,122,,11684753,
102855100,2890,128089,SanBernardo,Volcanquetrupillan,4,2,76,122,,11673407,Nexxos
142360000,4000,177285,SanBernardo,AlfredoAcevedo,4,3,90,122,2,10417808,Unne
133000000,3737,165629,Renca,MartaColvin,3,2,82,122,1,10084142,Andrali Propiedades Spa
120000000,3372,149440,Quilicura,Ventadecasaenpiedrarojaquilicura.,3,3,100,122,,11579248,Movahome Corredores Integrados
124000000,3484,154421,EstaciónCentral,Casacondpto.Interior.Maullinestacioncentral,3,1,80,122,,11579001,Movahome Corredores Integrados
142360000,4000,177285,SanBernardo,Maestranza,4,3,90,122,2,9682480,Mundo Propiedades Chile
68000000,1911,84682,PuenteAlto,deltranque,3,1,80,122,3,11533154,Easyprop
130000000,3653,161893,Quilicura,CondominioParqueCentral,3,2,82,122,2,11501074,Propital
110862850,3115,138061,SanBernardo,Ministeripascual,3,2,50,122,2,6560948,Grupo Premium Propiedades Santiago
115000000,3231,143213,SanBernardo,Av.PortalesOriente.,3,2,70,122,2,11385020,Nexxos
135242000,3800,168421,Maipú,SanCalixto,3,2,108,122,3,11266121,
118000000,3316,146949,SanBernardo,RubénVelosoVeloso854,3,2,70,122,2,10775926,
180000000,5058,224159,Santiago,República651,3,1,122,122,,8373689,Ma. Solange Dahmen
82000000,2304,102117,PuenteAlto,PuenteAlto,4,2,48,123,2,12322314,Agente Propiedades
352341000,9900,438781,Ñuñoa,PedroTorres/Pucará,2,3,96,123,1,12283566,Welink Propiedades SpA
85000000,2388,105853,ElBosque,Villarrica0651,3,2,78,123,2,8738693,Inmobiliaria Barrio Nuevo SpA
170592048,4793,212443,Santiago,Caminosanjosedemaipo05879,4,3,83,123,2,11918876,Corredores Asociados - OpenBrokers
115000000,3231,143213,Maipú,Casa2PisosenConjuntoPortaldelBosque,3,3,85,123,,8711069,Corretajes Prosal
254824400,7160,317340,Peñalolén,Elembalse,3,3,123,123,,8926666,VALVAL
142360000,4000,177285,Quilicura,Pasajebarriofuencarral,4,2,129,123,2,7278821,Unne
85000000,2388,105853,Renca,YC5927011dediciembre/YC59270IncadeOro,3,1,92,123,,7951529,Propiedades Centro Santiago SPA
81857000,2300,101939,Paine,PasajeElTilo,3,1,60,123,2,6493931,Unne
159265250,4475,198338,Peñaflor,CondominioMiraflores,3,3,80,123,2,9560526,Unne
195000000,5479,242839,PuenteAlto,ParqueSanFrancisco,5,2,110,123,,7112280,Urbalia
112606760,3164,140233,PuenteAlto,PuenteAlto,2,1,75,123,1,9720355,Agente Propiedades
118000000,3316,146949,Maipú,Av.Cristoredentor/esdras,3,3,80,123,3,6490447,Propiedades Centro Santiago SPA
95000000,2669,118306,PuenteAlto,LuisMatte/LibertadorOhiggins,3,1,75,123,,4846165,Jorge Pablo Caro Propiedades
143000000,4018,178082,PuenteAlto,Vizcachas,3,3,83,123,1,10734002,Movahome Corredores Integrados
70000000,1967,87173,Colina,Perpendicularaag/llanquihue,2,2,81,123,,9257281,Propiedades Centro Santiago SPA
145000000,4074,180573,PuenteAlto,Placilla1106,4,3,148,123,2,11341911,
144900000,4071,180448,PuenteAlto,CondominioJardinesdeLasVizcachas,3,3,83,123,2,10081528,cclpropiedades
135000000,3793,168120,Maipú,SantaBerta,4,3,93,124,,9142610,alejandra escanilla garrido
176900000,4970,220299,Ñuñoa,Zañartu2740,4,2,100,124,1,9767097,
355544100,9990,442770,Ñuñoa,PedroTorres/Pucará,2,2,93,124,,12283598,Welink Propiedades SpA
82000000,2304,102117,PuenteAlto,ElLabrador/NemesioVicuña,2,1,38,124,1,12252862,Schumacher Propiedades
140000000,3934,174346,Maipú,LasBrisas4103,6,3,108,124,,11549266,Corredora de Propiedades Alto Coipue spa
152000000,4271,189290,Maipú,Ingenieropedrogallo,3,2,75,124,1,11999778,Unne
157236620,4418,195811,Maipú,Millahue,4,3,108,124,2,10720839,Ferrada & vial Spa
152000000,4271,189290,Maipú,IngenieroPedroGallo,3,2,75,124,1,11773655,Metro cúbico propiedades
132000000,3709,164384,Cerrillos,LosDamascos&Obpo.JavierVásquezValencia,3,3,76,124,3,11756816,Grupo Premium Propiedades Santiago
82000000,2304,102117,PuenteAlto,ElLabrador/NemesioVicuña,2,1,38,124,1,6255815,Schumacher Propiedades
173323300,4870,215845,Santiago,Portugal/Victoria,6,1,130,124,,5373249,Vivaqui Propiedades
98990000,2781,123275,Maipú,elpesebre&chilechico,4,2,128,124,1,11312745,Unne
91000000,2557,113325,LaFlorida,SanJorge/AvdaMéxico,3,1,61,124,2,10801479,Vivaqui Propiedades
139000000,3906,173101,Maipú,Maipú,4,3,93,124,1,10073403,Agente Propiedades
252689000,7100,314681,PuenteAlto,laDehesadelaviña,5,4,266,124,,11496540,Propital
135000000,3793,168120,Maipú,Casaenseguromicrobarriovillajardínesdesantamaría,4,3,93,124,,10214802,Movahome Corredores Integrados
110000000,3091,136986,Recoleta,MaríadelPilar/Campino,6,2,168,124,,4852036,Jorge Pablo Caro Propiedades
106990000,3006,133238,Maipú,elpesebre&chilechico,4,2,128,124,1,11004195,Unne
500000000,14049,622665,Providencia,AntoniaLópezdeBello/Providencia,6,4,325,125,1,12263840,Schumacher Propiedades
110000000,3091,136986,EstaciónCentral,Malloco760,3,2,105,125,,12137840,Vivanco Propiedades
338105000,9500,421052,Peñalolén,LaHijuelaPoniente,4,3,135,125,,11948427,Mi Llave
80000000,2248,99626,PuenteAlto,Elromero,3,1,69,125,2,5957735,Legales y Propiedades SpA
142324410,3999,177241,Quilicura,VillaMillauquen,3,3,104,125,1,11755927,Easyprop
75000000,2107,93400,PuenteAlto,Casa2pisospareadaenPuenteAlto,3,1,77,125,,10973961,Corretajes Prosal
105000000,2950,130760,Cerrillos,AvNuevaUnoYC59531/DipAngelfantuzzi,3,1,48,125,,8163479,Propiedades Centro Santiago SPA
64000000,1798,79701,SanBernardo,GeneralUrrutia/LasGuaitecas,2,1,72,125,,9156543,Propiedades Centro Santiago SPA
209625100,5890,261052,LaCisterna,Lucerna,4,2,300,125,2,11293766,Tradehouse
177594100,4990,221163,PuenteAlto,Casacon5d+2b,5,2,140,125,,9236116,Corredorpro Spa
147698500,4150,183933,Quilicura,Av.LoCruzatconAv.ManuelAntonioMatta,4,2,80,125,2,6146441,Unne
85700720,2408,106726,Santiago,Pasajebeta,3,1,74,125,1,11150988,Urbalia
126344500,3550,157341,Maipú,Casaenvillatipocondominioenmaipú,3,2,64,125,,10864684,Cortes Propiedades
87000000,2445,108344,Pudahuel,Lican7423,2,1,53,125,2,11242455,Todo Propiedades
153037000,4300,190582,Maipú,SanBonifacioconSantaBeatriz,4,2,110,125,2,9333189,Unne
89500000,2515,111457,Pudahuel,Av.LosMaresNU-61463/Ancahual,2,1,53,125,,9975967,Propiedades Centro Santiago SPA
51000000,1433,63512,Melipilla,Custodiocalderon1839,3,2,80,125,,10495967,Unne
88975000,2500,110803,PadreHurtado,IgnaciocarreraPintoconSegundatransversal,4,2,75,125,2,10762838,Unne
109368070,3073,136199,Maipú,Maipú,3,1,60,125,1,8873306,Agente Propiedades
153000000,4299,190535,Maipú,Loscastaños5/avelbosquealto/av4poniente,3,3,80,125,3,10758779,Grupo Inovo
116000000,3259,144458,Maipú,LaEspañola,4,2,100,125,2,11053068,Nexxos
115667500,3250,144044,PuenteAlto,PasajeQuimper,3,2,60,125,2,10751743,Houm
85416000,2400,106371,PuenteAlto,GuillermoValencia3831,3,1,75,125,1,11406602,
96000000,2697,119552,Maipú,Villalosheroes,4,1,75,125,,7155967,Unne
93000000,2613,115816,Cerrillos,AvenidaNuevaUno,3,1,48,125,1,10649466,Paula Vivanco Arenas
125000000,3512,155666,Maipú,delaglorietacon3poniente,4,2,104,126,2,9607959,Mi Llave
115000000,3231,143213,PadreHurtado,Pasajeloschirigues,3,3,62,126,6,12018519,Easyprop
206422000,5800,257064,IsladeMaipo,Galvez1569,4,3,126,126,2,11682481,Corredores Asociados - OpenBrokers
110000000,3091,136986,Maipú,AvAmericovespucioysegundatransversal,4,1,90,126,,11667741,Grupo Premium Propiedades Santiago
129903500,3650,161773,Cerrillos,GeneralJoséBernalesRamírez,2,1,80,126,1,8394131,Houm
112535580,3162,140144,LaGranja,VicuñaMackenna,3,2,84,126,2,7004023,Metro cúbico propiedades
408929100,11490,509252,Colina,SantaElenadeChicureo,4,3,126,126,2,6115337,Urbalia
110329000,3100,137396,Quilicura,EntreLoMarcoleta/LoBascuñan/SantaLuisa/O'Higgins,3,1,51,126,1,11267449,Mi Llave
68000000,1911,84682,LaPintana,Reydonfelipelapintana,2,1,100,126,,11225127,Todo Propiedades
125000000,3512,155666,Maipú,Ax58731av.Cuatroponienteax/gabrielgonzalezvidela,3,2,100,126,2,7596130,Propiedades Centro Santiago SPA
213184100,5990,265485,Peñalolén,antipuren,3,2,93,126,4,11539367,Easyprop
82000000,2304,102117,PuenteAlto,LosAcantos,3,1,47,126,3,10263592,Unne
95000000,2669,118306,LaFlorida,CercanoaCamiloHenriquez,3,1,67,126,1,11449926,Propital
68000000,1911,84682,LaPintana,Reydonfelipelapintana,2,1,100,126,,11413540,Todo Propiedades
88975000,2500,110803,PuenteAlto,MetroProtectoradelaInfancia,2,1,43,126,1,11367064,Nexxos
106485280,2992,132609,LaGranja,VascodeGama,3,2,84,126,2,6971892,Sucasa Gestión Inmobiliaria
68000000,1911,84682,LoEspejo,DiecinueveSur&AvenidaSantaAnita,3,1,72,126,1,10708629,Sec Propiedades
120000000,3372,149440,Maipú,CapellánFlorencioInfante,3,2,77,126,2,7932255,alejandra escanilla garrido
387575100,10890,482659,Ñuñoa,PedroTorres/Pucará,3,2,99,127,,12283840,Welink Propiedades SpA
140000000,3934,174346,PuenteAlto,Casade2pisoscon3d+1bcercaamallplazatobalaba,3,1,128,127,,11813774,Corredorpro Spa
125000000,3512,155666,Maipú,Lapiramide/progreso,5,2,99,127,,8912925,Jaime Moris Propiedades (Providencia)
85000000,2388,105853,Renca,Tococalma/clotarioblest,4,1,40,127,,8484691,Jaime Moris Propiedades (Providencia)
73000000,2051,90909,PedroAguirreCerda,DepartamentalconClotarioBlestGana,4,4,90,127,,10912770,Unne
97000000,2725,120797,Pudahuel,ObispoFranciscoValdesconEnriqueOrtuzarExcelentecasa2dorm1bañoAmpliable,2,1,49,127,2,11267751,Grupo Premium Propiedades Santiago
96093000,2700,119667,PuenteAlto,LomasdeltruenocercanaaLomadelRaco,3,1,54,127,1,11535758,Arsen Propiedades
160155000,4500,199446,Maipú,Av.Elrosalag/lafarfana,3,3,96,127,2,10241581,Propiedades Centro Santiago SPA
105000000,2950,130760,Maipú,LasPalomas3501,3,1,81,127,1,10612521,
99000000,2782,123288,Macul,JorgeGonzálezBastías4215,2,1,70,128,1,9630477,Rosario
249130000,7000,310249,Ñuñoa,Av.Marathon/losalercestt,6,2,154,128,,12218181,Hobbins Vitacura
120000000,3372,149440,Maipú,RafaelDucosFigueroa,6,2,90,128,1,10122181,Gesinprop Gestión Inmobiliaria
170000000,4777,211706,SanBernardo,GeneralUrrutia/Colbun,3,3,140,128,,6632343,Jorge Pablo Caro Propiedades
200000000,5620,249066,SanBernardo,GeneralUrrutia/Colbun,3,3,140,128,,6599700,Jorge Pablo Caro Propiedades
150000000,4215,186800,LaFlorida,ColombiaconSanJosédelaEstrella,5,2,105,128,1,12056222,Mi Llave
109000000,3063,135741,PuenteAlto,Avluismattelarrain/pquesanfrancisco,2,1,76,128,,10330677,Unne
201083500,5650,250415,Quilicura,ValleloCampino,3,2,77,128,3,12010845,Nexxos
91110400,2560,113463,PuenteAlto,Porvenir1664,4,2,134,128,1,12001850,Corredores Asociados - OpenBrokers
95000000,2669,118306,Maipú,LagoMaihue4576,3,2,80,128,2,11983430,Corredores Asociados - OpenBrokers
161934500,4550,201662,Quilicura,ValleLoCampino,3,2,88,128,3,11981386,Propital
110000000,3091,136986,LaFlorida,Nacimiento11641,4,1,88,128,3,11970836,Corredores Asociados - OpenBrokers
80000000,2248,99626,Talagante,AvenidaEsmeralda,4,1,68,128,1,9455334,Legales y Propiedades SpA
160155000,4500,199446,Quilicura,Av.ValleLoCampinoNorte/LasTorresSur,3,3,92,128,1,11827309,Mauricio Pino Propiedades
160155000,4500,199446,Quilicura,ValleLoCampino,3,2,70,128,1,11741837,
99000000,2782,123288,Maipú,cuidadsatelite,2,1,47,128,3,9433890,
142004100,3990,176842,Maipú,TrenaMelipilla,3,2,84,128,2,10677018,Mi Llave
95381200,2680,118781,Cerrillos,VentaCasa4DormitoriosCerrillos,4,1,75,128,,10659884,Invierte Propiedades
145919000,4100,181717,SanBernardo,LomasdeMirasur/VolcanTatio,3,2,74,128,,8560127,Jorge Pablo Caro Propiedades
124565000,3500,155125,Renca,Av.Domingosantarosaag-60436/apostolsantiago,2,3,73,128,,8888999,Propiedades Centro Santiago SPA
50000000,1405,62267,Colina,Am55967frayandresito/pedrolira,2,1,42,128,,6211447,Propiedades Centro Santiago SPA
120000000,3372,149440,Peñalolén,Nva,3,1,82,128,1,8576308,Houm
124209100,3490,154681,Maipú,Maipú,5,1,56,128,2,10720519,
91110400,2560,113463,PuenteAlto,Porvenir,4,2,134,128,1,10643336,Unne
120000000,3372,149440,SanRamón,100%solida,4,2,90,128,,8956394,Unne
100000000,2810,124533,Renca,Renca,6,2,90,128,3,11606648,
95000000,2669,118306,Macul,Americovespucio/parquepeñalolen,3,2,70,128,,10885048,Propiedades Ricardo Vial y Cia. Ltda.
65000000,1826,80946,CerroNavia,Sevendecasaenlacomunadecerronavia.,3,1,70,128,,11579621,Movahome Corredores Integrados
338105000,9500,421052,LasCondes,avenidafranciscobilbao4608,5,2,98,128,1,11242044,Todo Propiedades
115000000,3231,143213,Maipú,pasajelluta/Maipu,2,2,97,128,,10287662,Propiedades Montalva Villarrica y Cia. Ltda.
142004100,3990,176842,Maipú,Sancayetano,4,3,109,128,2,11244816,Todo Propiedades
95000000,2669,118306,PedroAguirreCerda,AvDepartamentalconClotarioBlest,3,1,91,128,,11567211,Unne
105000000,2950,130760,Maipú,Maipú,4,2,92,128,1,9273816,Agente Propiedades
135000000,3793,168120,Maipú,Maipú,4,2,130,128,1,9461788,Agente Propiedades
108549500,3050,135180,PuenteAlto,Avda.GabrielaPoniente,2,1,74,128,1,2577059,Sgq Propiedades
170000000,4777,211706,Colina,Casa4dormitorios3baños(estancialiray),4,3,98,128,,10200385,Movahome Corredores Integrados
115000000,3231,143213,LaFlorida,SanAntoniodePaduaYC60571/SanJusto,3,1,60,128,,9107504,Propiedades Centro Santiago SPA
110000000,3091,136986,Maipú,Av4ponienteconMarcoAntonio,3,2,65,128,,8653889,Unne
597912000,16800,744598,LasCondes,CorreaCortezGonzalo,3,2,128,128,2,9290659,Mujer Inmobiliaria
150000000,4215,186800,Maipú,Hermosacasamuyamplia,4,4,140,128,2,11100299,Nexxos
145919000,4100,181717,SanBernardo,Lomasdemirasur,3,2,74,128,2,11512779,Propital
150000000,4215,186800,PuenteAlto,AvenidaSanCarlos/AvenidaParqueItalia,3,3,67,128,3,4952057,Jorge Pablo Caro Propiedades
87000000,2445,108344,ElBosque,Laspalmeras1403,4,1,73,128,,9738373,Easyprop
150000000,4215,186800,LaFlorida,Casaenventametrosanjosédelaestrellalaflorida,5,2,105,128,,11494342,Movahome Corredores Integrados
117000000,3287,145704,Renca,Hermosapropiedad,4,2,95,128,,11088465,Movahome Corredores Integrados
95000000,2669,118306,Maipú,Maipú,3,1,80,128,1,11066968,Iroga Propiedades
105000000,2950,130760,Maipú,Maipú,2,2,56,128,1,11066833,Iroga Propiedades
140000000,3934,174346,PuenteAlto,LuisMatteLarraín,4,2,85,128,3,7882993,Houm
110000000,3091,136986,LaFlorida,Nacimiento11641,4,1,88,128,3,11438608,Corredores Asociados - OpenBrokers
67000000,1883,83437,LaPintana,ReydonFelipe/Av.LoMartínez,4,1,94,128,1,11052879,Procasa Adrián Ulloa Propiedades
95737100,2690,119224,Peñaflor,Sta.Adriana1810,2,2,44,128,1,9070017,Unne
132750700,3730,165318,Recoleta,CasimiroOlmos/MaríadelPilar,4,2,128,128,,9296054,Easyprop
117447000,3300,146260,Recoleta,josemiguelcarrera3740,4,2,103,128,2,9683273,Mi Llave
130000000,3653,161893,Cerrillos,ObispoJavierVásquez,3,2,83,128,2,11405516,
142000000,3990,176837,Lampa,Vallegrande,4,4,71,128,1,10733874,Movahome Corredores Integrados
266925000,7500,332410,Buin,GermanSandovalMiranda-NU-61560/LaCervera,3,3,105,128,,10172442,Propiedades Centro Santiago SPA
115000000,3231,143213,PuenteAlto,Casadosnivelesvillacasadelhuertopuentealto,3,2,120,128,,11388615,Movahome Corredores Integrados
189623520,5328,236144,Maipú,Casaconstrucciónsolida3d,3,3,116,128,1,11016833,Unne
62000000,1742,77210,LaPintana,LaPintana,2,1,90,128,1,9885442,
112000000,3147,139477,Maipú,GabrielGonzalezVidelaYC61039/JoseManuelBalmaceda,3,2,96,128,,9624695,Propiedades Centro Santiago SPA
105000000,2950,130760,Maipú,PresidenteArturoAlessandri&EladioRojas,2,2,56,128,1,11370289,Unne
95000000,2669,118306,Maipú,4poniente&GabrielGonzalezvidela,3,1,80,128,1,11370275,Unne
104000000,2922,129514,Maipú,CuatroPonienteconFranciscoPizarro,4,2,70,128,2,6632308,Unne
597912000,16800,744598,LasCondes,CorreaCortezGonzalo,3,2,128,128,2,8951016,Mujer Inmobiliaria
3490,0,4,Maipú,Mataquito2239,5,1,56,128,3,9938202,
167273000,4700,208310,Maipú,Hermosacasamuyamplia,4,4,140,128,2,11009377,
125000000,3512,155666,PuenteAlto,LaPrimavera,5,3,100,128,2,7998423,Enfoque Propiedades
129800000,3647,161644,Maipú,ValledeLosReyes-SanMartin4Dormitorios3baños,4,3,85,129,2,12084526,Grupo Premium Propiedades Santiago
122800000,3450,152927,Maipú,SegundaTransversal-CaribúExcelentecasa,4,2,127,129,1,12084478,Grupo Premium Propiedades Santiago
160404130,4507,199756,LaFlorida,Lacondesa,5,2,78,129,2,6046703,Vercetti Propiedades
170654050,4795,212521,Quilicura,LasTorresyMarcoleta,4,2,100,129,1,8683831,Unne
274043000,7700,341274,LaReina,HospitalMilitar/RegistroCivil/Larrain,3,3,110,129,2,9383191,Unne
605030000,17000,753462,Vitacura,GeróninodeAlderete,4,3,350,129,2,8327023,Kasalu Propiedades
128124000,3600,159557,PuenteAlto,LosPirineosPoniente1800,3,3,76,129,3,11531809,Easyprop
94313500,2650,117451,PuenteAlto,Lasdalias,2,1,50,129,1,10867634,Unne
195745000,5500,243767,PuenteAlto,MetroLasMercedes,3,3,129,129,2,10840006,Grupo Premium Propiedades Santiago
110000000,3091,136986,Melipilla,Sectorsantarosadeesmeraldaag-56979/villaanquerita,5,2,129,129,1,6563683,Propiedades Centro Santiago SPA
92000000,2585,114570,Renca,Acogedoracasade3dormitorios2bañosenRenca,3,1,50,129,,9357054,Unne
130000000,3653,161893,PuenteAlto,Caleteraaccesosurag-57423/avlaserena,3,2,119,129,,6752117,Propiedades Centro Santiago SPA
71180000,2000,88643,Melipilla,ivancamposaravena,3,1,73,129,1,11369364,Nexxos
153037000,4300,190582,Maipú,Merlin,3,2,98,130,2,12187364,Gesinprop Gestión Inmobiliaria
261586500,7350,325762,SanMiguel,BartoloSoto,3,3,113,130,1,7971519,Good Property
190406500,5350,237119,Maipú,CondominioLasCatalpas2,4,4,130,130,1,6992761,Tzanis Propiedades
175000000,4917,217933,Maipú,RamayanacercaMetroPlazaMaipu,4,2,110,130,3,3995128,Sucasa Gestión Inmobiliaria
122000000,3428,151930,Maipú,SanEdmundo,5,2,131,130,2,8261432,Corredora de Propiedades Alto Coipue spa
213540000,6000,265928,Huechuraba,MAP-SevendeHermosaCasa3H,3,3,89,130,2,12147355,Easyprop
213540000,6000,265928,Huechuraba,MAP-SevendeHermosacasa3H,3,3,89,130,2,12147269,Easyprop
95000000,2669,118306,PuenteAlto,#�NOMBRE?,4,2,108,130,2,12089827,Nexxos
159000000,4468,198007,PuenteAlto,LomadelTrueno,3,3,85,130,4,10122922,Ecorredores Gestion Inmobiliaria
145919000,4100,181717,LaFlorida,staamalia/avmexico,3,2,68,130,2,9698198,Unne
155000000,4355,193026,Independencia,Maruri,7,2,140,130,,8243202,Mi Llave
90000000,2529,112080,Buin,Sanantonio/sanfelix,3,,62,130,,9697743,Mi Llave
75000000,2107,93400,Buin,pasajeelbins,4,2,130,130,,11978396,Corredores Asociados - OpenBrokers
113900000,3200,141843,Quilicura,delTrigal,4,2,90,130,2,11537176,Easyprop
167273000,4700,208310,Quilicura,LoMarcoleta,4,2,90,130,1,11953779,Unne
85000000,2388,105853,SanBernardo,PedroNolascoconIncahuasi,7,3,100,130,1,11825147,Unne
85593950,2405,106593,PuenteAlto,CerroGordo/AvenidaMéxicoYLasNieves/PuenteAlto,4,1,100,130,3,11811832,Unne
140000000,3934,174346,PuenteAlto,Av.Mexico/Av.Elperal,3,1,120,130,,11808506,Aleida Lama Propiedades
142004100,3990,176842,PuenteAlto,-104.190012,4,3,95,130,1,11698865,Todo Propiedades
99000000,2782,123288,SanBernardo,LosSuspirosAlmiranteRivero,3,2,75,130,1,8958289,Mi Llave
135000000,3793,168120,EstaciónCentral,MetroEcuador/MetroLaReja,3,1,97,130,,7804767,Propiedades Centro Santiago SPA
138000000,3877,171856,Maipú,CercanoaCaminoaMelipillaCuidadSatelite,3,2,127,130,1,8476642,Mi Llave
132500000,3723,165006,SanBernardo,Noscedal1,4,3,100,130,2,8674115,Mi Llave
100000000,2810,124533,Talagante,3oriente,4,2,130,130,1,11425163,Propital
153037000,4300,190582,Maipú,NuevaSanMartín,3,2,80,130,2,6002695,Houm
143071800,4020,178172,LaFlorida,LaFlorida,2,2,120,130,1,4812683,SyA Propiedades LTDA.
183288500,5150,228255,Maipú,Cordilleradelacosta1685,5,3,120,130,1,8908112,Corredores Independientes
103211000,2900,128532,SanBernardo,estrelladeBelén1698SanBernardo,4,2,110,130,2,11683066,Easyprop
155000000,4355,193026,EstaciónCentral,Metroecuadoram-51841/avlibertadorbernadoohiggin´s,5,2,82,130,,5027375,Propiedades Centro Santiago SPA
88000000,2473,109589,PuenteAlto,bahiacatalina,3,1,55,130,3,10637554,Mi Llave
390000000,10958,485679,LaReina,JohnJackson/PríncipedeGales,3,3,120,130,2,9450075,Unne
115000000,3231,143213,Pirque,Tocornal,3,1,75,130,1,9531807,Carolina Martinez Propiedades
110000000,3091,136986,Ñuñoa,Noespecifica,4,2,120,130,1,11319774,Todo Propiedades
